TaskID,FinishTime
0,0.000000
1,52.000244
2,0.000000
3,17.435680
4,0.000000
5,8.000080
6,0.000000
7,10.583040
8,0.000000
9,30.199520
10,0.000000
11,8.000080
12,0.000000
13,38.157761
14,0.000000
15,6.928240
16,0.000000
17,8.000080
18,0.000000
19,59.194885
20,0.000000
21,21.166080
22,0.000000
23,55.570160
24,0.000000
25,22.271202
26,0.000000
27,28.000160
28,0.000000
29,10.583040
30,0.000000
31,79.900482
32,0.000000
33,26.229919
34,1.000000
35,5.000000
36,1.000000
37,18.435680
38,-1.000000
39,-1.000000
40,1.000000
41,11.583040
42,1.000000
43,28.712959
44,1.000000
45,39.157761
46,-1.000000
47,-1.000000
48,1.000000
49,13.000080
50,1.000000
51,11.583040
52,1.000000
53,21.784721
54,1.000000
55,25.331200
56,1.000000
57,39.157837
58,1.000000
59,5.000000
60,1.000000
61,14.856480
62,1.000000
63,9.000080
64,1.000000
65,11.583040
66,1.000000
67,25.331200
68,1.000000
69,13.000080
70,2.000000
71,24.271202
72,2.000000
73,19.435680
74,2.000000
75,18.000080
76,2.000000
77,12.583040
78,2.000000
79,12.583040
80,2.000000
81,23.166161
82,2.000000
83,24.271202
84,2.000000
85,43.761444
86,-1.000000
87,-1.000000
88,2.000000
89,114.000717
90,2.000000
91,20.330399
92,2.000000
93,28.229919
94,2.000000
95,18.000080
96,2.000000
97,74.993591
98,2.000000
99,10.000080
100,3.000000
101,9.928240
102,3.000000
103,-1.000000
104,3.000000
105,13.583040
106,3.000000
107,-1.000000
108,3.000000
109,21.330399
110,-1.000000
111,-1.000000
112,3.000000
113,19.000080
114,-1.000000
115,-1.000000
116,3.000000
117,13.583040
118,3.000000
119,13.583040
120,3.000000
121,69.091202
122,3.000000
123,13.583040
124,3.000000
125,24.166161
126,3.000000
127,24.166161
128,3.000000
129,110.629669
130,4.000000
131,10.928240
132,4.000000
133,35.241196
134,4.000000
135,57.814804
136,-1.000000
137,-1.000000
138,-1.000000
139,-1.000000
140,4.000000
141,40.660797
142,4.000000
143,46.142883
144,4.000000
145,35.749199
146,4.000000
147,21.435680
148,4.000000
149,17.856480
150,-1.000000
151,-1.000000
152,4.000000
153,18.422241
154,-1.000000
155,-1.000000
156,4.000000
157,38.871445
158,5.000000
159,35.199524
160,5.000000
161,15.583040
162,5.000000
163,15.583040
164,5.000000
165,15.583040
166,-1.000000
167,-1.000000
168,-1.000000
169,-1.000000
170,5.000000
171,15.583040
172,5.000000
173,11.928240
174,5.000000
175,26.166161
176,5.000000
177,17.000080
178,5.000000
179,50.077919
180,5.000000
181,15.583040
182,5.000000
183,22.435680
184,5.000000
185,43.157761
186,-1.000000
187,-1.000000
188,6.000000
189,22.000080
190,6.000000
191,45.395676
192,6.000000
193,55.153046
194,6.000000
195,51.431519
196,6.000000
197,24.330399
198,6.000000
199,34.000160
200,6.000000
201,44.157761
202,-1.000000
203,-1.000000
204,6.000000
205,12.928240
206,6.000000
207,12.928240
208,-1.000000
209,-1.000000
210,-1.000000
211,-1.000000
212,6.000000
213,16.583040
214,6.000000
215,14.000000
216,6.000000
217,18.000080
218,6.000000
219,16.583040
220,7.000000
221,39.741600
222,7.000000
223,17.583040
224,-1.000000
225,-1.000000
226,7.000000
227,45.157761
228,-1.000000
229,-1.000000
230,7.000000
231,45.574799
232,7.000000
233,52.077919
234,7.000000
235,71.374237
236,7.000000
237,28.166161
238,7.000000
239,45.157837
240,7.000000
241,13.928240
242,7.000000
243,25.330399
244,7.000000
245,87.895523
246,7.000000
247,15.000080
248,7.000000
249,28.166161
250,8.000000
251,-1.000000
252,8.000000
253,20.000080
254,-1.000000
255,-1.000000
256,-1.000000
257,-1.000000
